,Unnamed: 0,Unnamed: 0.1,index,tweet,class,norm
7534,7534,7534,107,@B1236M @riwired @ilhaam673 @BasimaFaysal Look at the size of Israel.  And yet Muslims are slavering to destroy it. http://t.co/v8eV7D61eA,racism,0
7535,7535,7535,451,@Ammaawah @jm111t You are following the religion of ignorance with an illiterate prophet and you want to talk about spelling? LOL.,racism,0
7536,7536,7536,1894,@dankmtl Good night asshole. Hope you get run over by a bus.,racism,0
7542,7542,7542,4738,"RT @Ratillathehun: @WomenDefyUKIP  I`m not sexist but it`s thanks to feminism that the UK is such a mess. I mean Harriet Harman, Nadine Dor…",sexism,1
7543,7543,7543,2065,"If you talk the talk, you gotta walk the walk!! Do the girls know the recipe for humble pie??? #MKR",sexism,1
7545,7545,7545,777,@OneLegSandpiper @DblBlackDs How idiotic. There never were more than 5 million native Americans and most died from diseases.,racism,0
7552,7552,7552,3931,RT @waken_jake23 I'm not sexist... but seriously if you're female you need to be able to cook. it's in your DNA,sexism,1
7555,7555,7555,292,"@Setarehgan @Maryam_Rajavi This is the big lie about #Islam.  It doesn't advocate tolerance and coexistence, it advocates hatred and murder.",racism,0
7556,7556,7556,1308,@zakirnaikirf Saying that #Islam is a way of life means that human freedom is forbidden and the inhuman laws of a criminal must be followed.,racism,0
7557,7557,7557,5053,"88% of restaurant dishwashers are men: http://t.co/y6xi08Nt9Q @TAdams1604 Call me sexist, but doing dishes isn't a mans job.",sexism,1
7561,7561,7561,3572,.@boxofbudgies Who said all?  I can think of 2-3 doable feminists...,sexism,1
7565,7565,7565,2319,#mkr and for being blonde i give you my 6inches hey colin.     What a bullshit menu and lack of talent .,sexism,1
7566,7566,7566,4777,@iamshapit I love it when men need to create a system of inequality because they know they can't compete with women at home or at work,sexism,1
7567,7567,7567,4796,RT @EvanSutton96: Now I'm not sexist but there ain't no woman in the world that can pull of Thor!!! He's a fucking man!! Always has been al…,sexism,1
7569,7569,7569,2953,@tonygoz1e @AmyJoRyan I need...twit blocked me.,sexism,1
7570,7570,7570,1579,"RT @Damocles247: PLEASE SIGN THIS PETITION + RETWEET
http://t.co/aWQOOqVlp0  #BanIslam
@LordThinker @FuckTheShitUSay @ukipwton @VileIslam @…",racism,0
7571,7571,7571,719,@obsurfer84 But the truth is that Mohammed followers were worthless starving thugs that produced nothing and so wanted the riches of Khybar.,racism,0
7578,7578,7578,2820,@semzyxx @owais00 I know it's hard for a Jihadi bitch to understand but reading comprehension is all that is required.,sexism,1
7581,7581,7581,3520,RT @The_Loki_Jotunn: @MT8_9 Don't men have enough to worry about on the battle field without the added liability of sub par comrades? http:…,sexism,1
7584,7584,7584,1752,@SelenaKhan14 @PTISalarKhan @georgegalloway Every minority in every Muslim country is a shrinking minority due to Muslim abuse.,racism,0
7585,7585,7585,2071,Kel the butcher has never heard of these silly sausages on #mkr http://t.co/CHGKB1rirW,sexism,1
7589,7589,7589,1679,@FarooqSumar @NafeezAhmed @MaxBlumenthal And the Muslim Nazis left the Jews nothing but this. http://t.co/MTVgnwqZVu,racism,0
7591,7591,7591,4607,RT @darthkbub I'm not racist and I'm not sexist...I'm just tired of self-entitlement,sexism,1
7593,7593,7593,4982,"JUST FELT THE NEED 2 EXPRESS THIS 4 SOME REASON @benjorrell Don't get me wrong I'm not sexist, but seeing female engineers on site is weird",sexism,1
7600,7600,7600,3023,@ChristinaLoken1 I derive the same meaning.  What have I missed?,sexism,1
7602,7602,7602,3224,@purposelyflawed http://t.co/P6KTLT0XBZ,sexism,1
7604,7604,7604,1072,"@watan71969 You are a total liar, just like your pedophile prophet. UN soldiers don't burn people alive.",racism,0
7605,7605,7605,3672,@BristolBen I think Arquette is a dummy who believes it.  Not a Valenti who knowingly lies.,sexism,1
7606,7606,7606,5003,"RT @CBD4life Not sexist, but I don't like it when girls are on sports talk shows",sexism,1
7608,7608,7608,1722,"@harmlesstree2 The holocaust happened in India, where the Muslim scum murdered 80 million Hindus, and in Africa where they murdered 110 mil.",racism,0
7609,7609,7609,3488,@lNDlEROCK No true feminist... http://t.co/RNU2MPjhjh,sexism,1
7618,7618,7618,3162,"@abnormalcybias @manishlimbu532 ""Google false rape accusation 41%"" might work.",sexism,1
7620,7620,7620,1668,@loveconcursall @ottomanland But look at the reality disconnect. Burak says he is for freedom and against all slavery while at the ...,racism,0
7627,7627,7627,5187,"RT @IBlame: Perturbed by neighborhood strip club, feminist asserts ""women are people 100% of the time"" http://t.co/cGlkw9n2Zy http://t.co/q…",sexism,1
7630,7630,7630,4006,RT @DanielSheppard5: I felt so out of place at that party last night. There again so would any man who stands in a kitchen for that long...…,sexism,1
7632,7632,7632,3836,@Spangnation Her continued production of carbon dioxide.,sexism,1
7638,7638,7638,4340,@JohnJohnisKilla Call me sexist or whatever it is but there's a BIG difference 2 guys and girls there is no equality in ability in general,sexism,1
7639,7639,7639,427,@PoliticalAnt As would I.  But of course many Muslims live under theocracy. And where they are minorities they try to creep up to it.,racism,0
7648,7648,7648,2903,"RT @uberfeminist: Yes! I tell cops that a Star Trek actor, a Jeopardy winner &amp; a Vikings washout are trolling everyone but they do nothing!…",sexism,1
7651,7651,7651,530,#Islam is designed to be a crushing of the human spirit with laws that only provide one outlet - the brutalizing of non Muslims.,racism,0
7652,7652,7652,4884,RT @McGorrigan I'm not sexist but women's sport on my sky sports news app or twitter feed boils my blood,sexism,1
7654,7654,7654,4091,"@OfficialBeech I've never seen ""a women"" do anything. But I've seen Sam Gordon own a field full of boys.",sexism,1
7655,7655,7655,3087,@scarmichael18 @shaner38 No idea what u said.,sexism,1
7656,7656,7656,2583,You know Kat and Andre are awful when I want Katie and Nikki to go through #MKR,sexism,1
7659,7659,7659,2352,"Catching up on #mkr, disgraceful behaviour from Kat and Andre. Strategic scoring won't save them forever.",sexism,1
7660,7660,7660,4633,I'm sick of you useless ass people in my culture. @1ShadeOfRitch stfu im sick off you useless ass people in my mentions,sexism,1
7662,7662,7662,1956,"RT @WolfSpirit2013: Cheikh Ould M’Kheitir sentenced to death for “apostasy” in #Mauritania
This is #ShariaLaw
#cpc
http://t.co/7opotzqpBi h…",racism,0
7666,7666,7666,1880,@dankmtl And off course the fact that the same is happening to minority populations all over the ME goes over your vacuous head.,racism,0
7669,7669,7669,199,@KhaledHamaki That is one of the pieces of lying propaganda that Muslims try to fool westerners with.  Here is story. http://t.co/US4H4dOaEe,racism,0
7675,7675,7675,4227,"How unfortunate that no one cares what you think. @E_B_A_H__3 Im not sexist, but football ain't meant for women",sexism,1
7678,7678,7678,2141,"Katie and Nikki, nice from afar but far from nice #MKR",sexism,1
7685,7685,7685,874,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime There are zero lies that westerners create. It all comes from your own Quran and Hadiths.,racism,0
7690,7690,7690,2370,"RT @FakeToniaTodman: If Kat stays, we can watch her descent into meth induced insanity. #mkr",sexism,1
7696,7696,7696,244,"@TheLadyInBlackk @ToAllahWeReturn People fill ""the void and emptiness"" with all kinds of imaginary nonsense, including Allah.",racism,0
7700,7700,7700,1441,@MaxBlumenthal Too stupid. Hamas is a murdering terrorist group that forces Islamist oppression on everyone the can.,racism,0
7705,7705,7705,162,@DiversityRUs The US attacks terrorists and dictators.  Your religion opposes freedom and democracy. http://t.co/EQhYQleABG,racism,0
7707,7707,7707,1209,@thekarami @UmarFarooq_ He had a couple of solutions. The one I like is to defeat ISIS at Dabiq.  Breaks the prophecy. #Islam,racism,0
7708,7708,7708,4897,RT @terrencewoods_ I'm not sexist but girls our age that drive is super scary,sexism,1
7713,7713,7713,4669,RT @jayirvine_ Not sexist but women's tennis is a joke compared to men's hahaha more breaks of serve than holds,sexism,1
7718,7718,7718,4799,RT @BipolarBrute Not sexist but i don't like weak women POV. i like kickass women POV like Cersei...you know.,sexism,1
7719,7719,7719,4839,"RT @lewisinho @OdemwingPlay If you have a vagina, don't try and be funny.",sexism,1
7720,7720,7720,3916,"#hashtag @137kHz #notsexist , but, a #womans 'ill be #ready in 5 minutes is the same length of time as a #mans 'ill be #home in 5 minutes'..",sexism,1
7721,7721,7721,1917,@MaxBlumenthal @Ajzionts Has Blumenthal ever written about all the Pakistani Hindus &amp,racism,0
7722,7722,7722,168,@ldstarr18 @AC360 You are a liar trying to shut people up using the term  #racist.  Islam is not a race and you know it. It is a death cult.,racism,0
7723,7723,7723,4238,"@Arsenick3 ""I'm just selectively highlighting women who meet the stereotype I'm fishing to confirm. HOW IS THAT SEXIST""",sexism,1
7728,7728,7728,4112,RT @BC_Makin_It_Big: Call me sexist but I refuse to watch a football game in which a woman referees. #ItsaMansSport #DUKEvsUNC #NoWomenExis…,sexism,1
7732,7732,7732,5075,Kat strikes me as a very repulsive individual... #MKR,sexism,1
7735,7735,7735,3626,"@NotChrisSmith Is the fact that women are asked that question ""sexist""?",sexism,1
7737,7737,7737,2702,RT @mark_fulton: Drasko paints over the Mona Lisa cuz he thinks it needs more yellow. #MKR,sexism,1
7742,7742,7742,12,"@jonsnowC4 @SwatiGauri When an Islamolunatic blows himself up in Baghdad, it has zero to do with Bush and Blair.",racism,0
7746,7746,7746,885,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Did they should ""God is Great""? Did they burn them in a cage?",racism,0
7754,7754,7754,1769,@pNibbler @AlterNet @MaxBlumenthal The majority have radical and violent opinions when they are polled about them. http://t.co/LnGUHxNRyJ,racism,0
7756,7756,7756,786,"@ybahrumi @abunaseeha2 And celebratory shouts of ""fuck Allah"" could be heard all over the US. Now Daesh pussies will fight real soldiers.",racism,0
7757,7757,7757,2732,Now who has had the smile wiped off their face. Kat you are a biatch  #mkr,sexism,1
7758,7758,7758,2887,.@eaballesty @dileted @tim_geelen Those women are not exploited.  They make a calculated choice to use sex to advance careers.,sexism,1
7759,7759,7759,4187,RT @Joseph_MC3 I'm not sexist but it's extremely hard for me to listen to a female vocalist,sexism,1
7762,7762,7762,4403,RT @Tmattynopain: I'm not sexist but I prefer the shear athleticism of men's curling over the tactical women's game,sexism,1
7767,7767,7767,3923,RT @PhilBrindAmour Call me sexist but female sports anchors r the worst. Makes me uncomfortable when women know more about sports than I do,sexism,1
7774,7774,7774,15,@REMY119 Muslims are fighting with every religion and none religion on the face of the earth.  But we are suppose to believe it's Jews fault,racism,0
7777,7777,7777,1124,@truaemusic ...have some PC pandered tell me to accept a cult of hate.,racism,0
7784,7784,7784,4344,"RT @LobnaTM of course there are exceptions, but women are bad drivers. I'm sorry but it's true #NotSexist",sexism,1
7792,7792,7792,1661,@alihadi68 @MaxBlumenthal @rudoren @nytimes So asshole Muslims reserve the right to act like animals and scream like women when other do it.,racism,0
7800,7800,7800,1532,@asem_1994 The Islamic world was still in the dark ages before the French showed up.,racism,0
7801,7801,7801,4486,"RT @IrkMeIngram Call me sexist if you will, but men are far more civilised during these debates than women. #debtdebate",sexism,1
7803,7803,7803,1636,@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Bullshit. They are prisoners in their homes and in their country.,racism,0
7806,7806,7806,4882,RT @georgetietjen: @Coslopuss @ggrr659 @thereallivefree @crazybenghazi04 I wouldn't be surprised. I'm not sexist but women don't download t…,sexism,1
7811,7811,7811,144,@nura_skippor @ameerahusman Islam is 1000 years of contributing nothing to mankind but murder and hatred.,racism,0
7812,7812,7812,3454,@ArdentAdvocate What's her major?  Welding for Kindergartners?,sexism,1
7813,7813,7813,666,"@semzyxx @NAInfidels @owais00 There is nothing in the Quran about forbidding child marriages, and Mohammed married Ashia at the age of 6.",racism,0
7814,7814,7814,2812,"@SumbelinaZ @IronmanL1 @Hatewatch Sorry bitch, you did your research in your own asshole.",sexism,1
7816,7816,7816,1562,@biebervalue @greenlinerzjm Mohammed had people murdered who disagreed with him. He raped women. He married a 6 year old. He beheaded Jews.,racism,0
7819,7819,7819,4704,RT @mshaysoul: Don't call yourself a bitch then say a man can't. Don't call yourself a nigga and say a white man can't.,sexism,1
7823,7823,7823,4163,"You are awful. @TheOnlyJHarris WOMEN SHOULD NOT DO PLAY BY PLAY FOR MENS SPORTS!!!! IM NOT SEXIST, IT'S JUST FACT. THEY ARE AWFUL.",sexism,1
7824,7824,7824,856,@HuffPostRelig Islam maintained slavery much longer than Christianity and only gave it up under western pressure.,racism,0
7825,7825,7825,3606,@archibaldcrane @LostSailorNY What a fucked up insult to MLK...wow.,sexism,1
7828,7828,7828,5243,"RT @polotek: ""...and one that his law firm previously sponsored told him that he need not send in a check this year."" &lt;-- Wow.",sexism,1
7834,7834,7834,883,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime You only have to count the corpses to see that Islamic extremism is widespread.Jewish not,racism,0
7835,7835,7835,5191,"RT @chriske17370944 I'm not sexist but the new Ghost Busters with an all woman cast, nah, won't be the same tbh #Ghostbusters",sexism,1
7836,7836,7836,4061,RT @EllisHornabrook Im no sexist... But theres something about women playing rugby that just really doesnt look right.,sexism,1
7837,7837,7837,4517,"And yet somehow, they thrive without your ignorant laughter. @juckfohn Call me sexist but I just don't find women funny.",sexism,1
7838,7838,7838,722,"@obsurfer84 Then, when there was no one left to rob, the Muslims returned to being dessert Bedouins still trying to rob each other.",racism,0
7840,7840,7840,1734,@Ali_Gharib @MaxBlumenthal Do you think that he is Jewish any other way than by birth?,racism,0
7842,7842,7842,813,"@Vandaliser @sajid_fairooz @IsraeliRegime Notice how most of the contributions are from Persians, not Arabs, and are despite Islam.",racism,0
7843,7843,7843,4440,"U mean like this 1? @S_R_Fernando Good luck buying a razor sharp enough to shave your hirsute fanny, armpits and legs #trademarkfeminist",sexism,1
